,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
24,0.566163444519043,0.010931014784383764,0.02332582473754883,0.0012734551612188633,42,36,2,4,log2,25,gini,"{'random_state': 42, 'n_estimators': 36, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 25, 'criterion': 'gini'}",0.9205475141598489,0.9229074889867841,0.922120830711139,0.9156569630212431,0.9177025963808025,0.9197870786519635,0.00272633611115429,39,0.9580678152781056,0.9614113759735662,0.9599166076626544,0.9601148566258899,0.9607442080006293,0.9600509727081692,0.0011212779073923745
25,0.5290869235992431,0.00994994505476455,0.022063732147216797,0.001423966048258595,42,31,4,2,log2,24,gini,"{'random_state': 42, 'n_estimators': 31, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 24, 'criterion': 'gini'}",0.9354940213971051,0.9336060415355569,0.9376966645689113,0.9318646734854446,0.9301337529504328,0.9337590307874901,0.0026559287229487687,15,0.9816300841790575,0.9806073479663284,0.9808433640154197,0.9812767966015026,0.9805687763049208,0.9809852738134458,0.00040919493028614883
26,0.7103048801422119,0.00975142002007665,0.024927473068237303,0.001365701159379056,42,38,3,3,sqrt,20,entropy,"{'random_state': 42, 'n_estimators': 38, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy'}",0.9295154185022027,0.9262114537444934,0.9304594084329767,0.9250983477576711,0.9219512195121952,0.9266471695899078,0.0030789823421972225,27,0.9672724411926678,0.9665643930453938,0.9658170088899378,0.9659363568422294,0.9660936946859143,0.9663367789312286,0.0005323271076979818
27,0.622002649307251,0.029951337583133612,0.025560283660888673,0.004558931949798895,42,37,2,3,sqrt,22,gini,"{'random_state': 42, 'n_estimators': 37, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 22, 'criterion': 'gini'}",0.9285714285714286,0.9301447451227187,0.9315607300188798,0.9250983477576711,0.9219512195121952,0.9274652941965786,0.003498086338700676,26,0.9697506097081268,0.9695539296672173,0.968963889544489,0.9698304684734296,0.968611100184872,0.9693419995156269,0.0004749020074239937
28,0.5408082485198975,0.009515302085527458,0.023418235778808593,0.0037758885132503327,42,32,2,2,sqrt,24,gini,"{'random_state': 42, 'n_estimators': 32, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 24, 'criterion': 'gini'}",0.933920704845815,0.934235368156073,0.9383259911894273,0.9310778914240755,0.9306058221872542,0.9336331555605291,0.0027626861204829776,16,0.9815907481708757,0.9810007080481473,0.9807646919990559,0.9817881445934783,0.9804901073830783,0.9811268800389271,0.0004909222785050701
29,0.49652438163757323,0.014741956912529754,0.019669771194458008,0.0010979764790002458,42,32,3,5,sqrt,20,gini,"{'random_state': 42, 'n_estimators': 32, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini'}",0.9129955947136564,0.9117369414726243,0.9140969162995595,0.9123524783634933,0.9098347757671125,0.9122033413232893,0.0014186729782915584,50,0.9470537329871764,0.9463063488317206,0.9462276768153568,0.9507532549266412,0.9485505251150533,0.9477783077351898,0.0017054476422447506
30,0.6699396133422851,0.011475676895059708,0.02304692268371582,0.0011209540349153878,42,36,2,3,sqrt,20,entropy,"{'random_state': 42, 'n_estimators': 36, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy'}",0.9295154185022027,0.9254247954688484,0.9288860918816866,0.9260424862313139,0.9221085759244689,0.9263954736017042,0.002660133207757587,28,0.9666430650617576,0.9666037290535756,0.9656596648572103,0.9660150257640719,0.9657790189985446,0.9661401007470319,0.00041103934925936045
31,0.6565289974212647,0.04361694881915036,0.020452260971069336,0.0010554103977632953,42,32,3,4,log2,20,entropy,"{'random_state': 42, 'n_estimators': 32, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'entropy'}",0.920075519194462,0.9205475141598489,0.9205475141598489,0.9200629425649095,0.9172305271439811,0.9196928034446101,0.0012495871084232525,40,0.9562190228935568,0.956848399024467,0.9564157029344662,0.9565747551429807,0.9566140896039019,0.9565343939198746,0.00020982186270798435
32,0.7003716468811035,0.021185533369587648,0.024728155136108397,0.000644078506598375,42,35,5,1,log2,24,entropy,"{'random_state': 42, 'n_estimators': 35, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 24, 'criterion': 'entropy'}",0.9414726242920075,0.9383259911894273,0.9439899307740718,0.9395751376868607,0.9367427222659324,0.94002128124166,0.0025170847085831936,5,0.9881598615372512,0.9876484934308867,0.9869404452836126,0.9875703103488966,0.9876096448098178,0.987585751082093,0.0003874966624560286
33,0.5831836223602295,0.016869425977802242,0.02265763282775879,0.0010329449871485771,42,37,2,4,sqrt,24,gini,"{'random_state': 42, 'n_estimators': 37, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 24, 'criterion': 'gini'}",0.9224354940213971,0.9236941472624292,0.921176840780365,0.9167584579071597,0.9189614476789929,0.9206052775300687,0.002478616185221016,35,0.9586971914090158,0.9606246558099284,0.9588545354417434,0.9594855052511505,0.9599575187822051,0.9595238813388086,0.0007117104414897155
